Name,Environmental fate,Ecotoxicity,Human health,SMILES
Diphacinone sodium,High,Moderate,High,-
Fluindapyr (Ref: IR9792),High,Moderate,Low,CC1CC(C)(C)c2c(ccc(c12)N=C(c3cn(C)nc3C(F)F)O)F
DNOC sodium,Moderate,Moderate,High,-
DNOC ammonium,Moderate,Moderate,High,-
DNOC potassium,Moderate,Moderate,High,-
Trifludimoxazin,Moderate,Moderate,Low,CN1C(=O)N(C(=O)N(C1=S)C)C2=CC3=C(C=C2F)OC(C(=O)N3CC#C)(F)F
Ethyl formate,High,Low,Moderate,CCOC=O
Bixlozone (Ref: F9600),High,Moderate,Moderate,CC1(CON(C1=O)CC2=C(C=C(C=C2)Cl)Cl)C
Dimpropyridaz,Moderate,Moderate,Moderate,-
Glyphosate-sesquisodium (Ref: Mon 8000),Moderate,Moderate,High,C(C(=O)O)NCP(=O)(O)[O-].C(C(=O)O)NCP(=O)([O-])[O-].[Na+].[Na+].[Na+]
Glyphosate-diammonium,Moderate,Moderate,High,C(C(=O)O)NCP(=O)([O-])[O-].[NH4+].[NH4+]
Glyphosate-dimethylammonium,Moderate,Moderate,High,CNC.C(C(=O)O)NCP(=O)(O)O
Glyphosate-monoammonium,Moderate,Moderate,High,C(C(=O)O)NCP(=O)(O)O.N
Flucarbazone,High,Moderate,Low,CN1C(=NN(C1=O)C(=O)NS(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OC
Flumiclorac,High,Moderate,Low,C1CCC2=C(C1)C(=O)N(C2=O)C3=CC(=C(C=C3F)Cl)OCC(=O)O
Fluthiacet,Moderate,High,Moderate,C1CCN2C(=O)SC(=NC3=CC(=C(C=C3F)Cl)SCC(=O)O)N2C1
Thiencarbazone,High,Moderate,High,CC1=C(C(=CS1)C(=O)O)S(=O)(=O)NC(=O)N2C(=O)N(C(=N2)OC)C
Sulfometuron,High,Moderate,Low,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)O)C
Mecoprop-P etexyl (Ref: CA3264),High,Moderate,High,CCCCC(CC)COC(=O)C(C)OC1=C(C=C(C=C1)Cl)C
Picloram-etexyl,Low,Moderate,Low,-
Picloram-isoctyl,Low,Moderate,Low,CC(C)CCCCCOC(=O)C1=NC(=C(C(=C1Cl)N)Cl)Cl
Picloram-methyl,Low,Moderate,Low,COC(=O)C1=NC(=C(C(=C1Cl)N)Cl)Cl
Picloram-olamine,Low,Moderate,Low,-
Picloram-potassium,Low,Moderate,Low,C1(=C(C(=NC(=C1Cl)Cl)C(=O)[O-])Cl)N.[K+]
Picloram-triethylammonium,Low,Moderate,Low,CCN(CC)CC.C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
Picloram-tripromine,Low,Moderate,Low,CC(CN(CC(C)O)CC(C)O)O.C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
Haloxyfop-sodium,Moderate,Moderate,Moderate,CC(C(=O)[O-])OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl.[Na+]
Chlorthal,High,Low,Moderate,C1(=C(C(=C(C(=C1Cl)Cl)C(=O)O)Cl)Cl)C(=O)O
MCPA-etexyl,Low,Moderate,Moderate,-
Beflubutamid-M (Ref: F4050),High,Moderate,High,-
Pyrimidifen,Low,High,High,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl
Pefurazoate (Ref: UR-0003),Low,Moderate,Moderate,CCC(C(=O)OCCCC=C)N(CC1=CC=CO1)C(=O)N2C=CN=C2
Ammonium nonanoate,Low,Moderate,Low,CCCCCCCCC(=O)[O-].[NH4+]
Calcium acetate,Low,Moderate,Moderate,CC(=O)[O-].CC(=O)[O-].[Ca+2]
Glyphosate-sodium,Moderate,Moderate,High,C(C(=O)O)NCP(=O)(O)[O-].[Na+]
"1-(2-((2-(4-chlorophenyl)-2,5-dihydro-5-oxo-1H-pyrazol-1-yl)methyl)-3-methylphenyl)-1,4-dihydro-4-methyl- 5H-tetrazol-5-one (Ref: ISS7)",High,Moderate,Moderate,-
Methyl 2-((aminosulfonyl)methyl)-benzoate (Ref: IN N5297),High,Low,Low,-
"4,6-dimethyl-2-pyrimidinamine (Ref: IN J0290)",Moderate,Moderate,Moderate,-
Caprylic acid,Low,Moderate,Low,CCCCCCCC(=O)O
Potassium hydrogen phosphonate,High,Moderate,Moderate,OP(O)[O-].[K+]
Dipotassium phosphonate,High,Moderate,Moderate,OP([O-])[O-].[K+].[K+]
"3-(2-chloro-4- methylsulfonylbenzoyl) bicyclo[3.2.1]octane-2,4- dione (Ref: 1315P-070)",Moderate,Moderate,Moderate,CS(=O)(=O)c1ccc(C(=O)C2=C(O)C3CCC(C3)C2=O)c(Cl)c1
"2-[2-[N-(2-methoxyethyl)-2,6-dimethyl-anilino]-anilino]-2-oxo-ethyl]sulfinylacetic acid (Ref: SYN 547047)",High,Low,Low,COCCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1C
Methyl saccharine (Ref: IN W6725),High,Low,Low,CC1=C2C(=CC=C1)C(=O)NS2(=O)=O
2-chloro-5-hydroxybenzenesulfonamide (Ref: IN-A5760),High,Moderate,Low,NS(=O)(=O)c1cc(O)ccc1Cl
2-chloro-5-methoxybenzenesulfonamide (Ref: IN-F4106),High,Moderate,Moderate,COc1ccc(Cl)c(c1)S(=O)(=O)N
"8-chloro-6-(trifluoromethyl)imidazo[1,2-a]pyridine-2-carboxylic acid (Ref: IN-QEK31)",High,Moderate,Moderate,OC(=O)c1cn2cc(cc(Cl)c2n1)C(F)(F)F
3-chloro-5-(trifluoromethyl)pyridin-2-amine (Ref: IN-VM862),High,Moderate,Moderate,Nc1ncc(cc1Cl)C(F)(F)F
Sec-butyl methylsulfone,High,Low,Low,-
(RS)-S-sec-butyl O-ethyl-N-(2-ethylsulfonylethyl)-phosphoramidothioate,High,Moderate,Moderate,-
P-chlorocresol,Moderate,Moderate,Moderate,C1=C(C=CC(=C1C)Cl)O
Chloramine-T,High,Moderate,Moderate,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.[Na+]
Lubabegron fumerate (Ref: LY-488756),High,Moderate,Low,CC(C)(CC1=CC=C(C=C1)OC2=C(C=CC=N2)C#N)NCC(COC3=CC=CC=C3C4=CC=CS4)O.CC(C)(CC1=CC=C(C=C1)OC2=C(C=CC=N2)C#N)NCC(COC3=CC=CC=C3C4=CC=CS4)O.C(=CC(=O)O)C(=O)O
Glufosinate-P-ammonium (Ref: BAS 1010H),Moderate,Moderate,High,CP(=O)(CCC(C(=O)[O-])N)O.[NH4+]
