Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,qed,Chi2v,Chi3v,BalabanJ,Chi1v,BCUT2D_LOGPLOW,MolLogP,Chi4v,Chi0v,FpDensityMorgan2,Kappa3,Kappa2,SPS,BCUT2D_CHGHI
Dimethylaminosulfanilide,High,2.369516327,0.911926555,4.298644257,2.809884791,2.66957589,6.364236203,-2.347717187,2.1244,1.795515278,12.53424402,1.791666667,3.445338668,6.561013812,11.04166667,2.375810722
"2,4-dichlorophenol",Not High,2.316556232,0.767337603,3.875600304,2.21037591,3.467977274,4.823573415,-2.198692023,0.7478,1.531362248,7.431749544,1.928571429,2.204952898,3.208970378,12.85714286,2.364671754
Diclofop (Ref: AE F021079),Not High,2.340209979,0.935845598,3.79860319,2.440735409,2.386953289,5.70061653,-2.109717488,2.6512,1.508532219,11.10143186,1.714285714,3.496191126,5.814954342,11.0952381,2.33912117
Endosulfan sulfate,Not High,2.125476694,0.501116333,0.802911633,0.242500651,3.791118417,1.244677652,-2.205506156,0.6333,0.0,2.989355305,1.571428571,2.020456274,1.399087407,11.28571429,2.37793207
"2-amino-4,6-dimethoxypyrimidine (Ref: AE-F092944)",Not High,2.288719741,0.737705964,2.383716226,1.436848491,3.131063794,3.316044858,-2.063958072,2.4036,0.828552932,6.298756382,1.923076923,2.206729259,3.082443328,11.30769231,2.30252083
"(S)-5-methyl-5-phenylimidazolidine-2,4-dione (Ref: RPA 412636)",High,2.130018163,0.545102813,2.328832072,1.643378278,2.694677255,3.23559856,-2.193598754,0.5702,1.116902832,5.625897658,1.363636364,0.741170307,1.919461806,14.54545455,2.245291291
Fenamiphos sulfoxide,Not High,2.064723372,0.668447245,2.214987117,1.422932176,3.267076196,3.247880492,-2.152876575,0.4837,0.884474654,6.150461522,1.666666667,1.420632142,3.04193048,9.333333333,2.114538477
4-hydroxyquinazoline,Not High,1.716720673,0.505700442,0.796240919,0.372670497,2.622415808,1.712463061,-1.641039849,0.7312,0.119522861,3.442914334,2.4,3.99,3.99,10.0,1.539987244
3-methyl-4-nitrophenol,Not High,2.297952241,0.381902004,2.541775135,0.713504746,3.478808718,3.104654146,-1.973926611,-0.9197,0.0,3.928773318,1.833333333,4.11,1.707518204,11.83333333,2.052046278
Fenthion sulfoxide (Ref: BAY S 2281),Not High,2.808917868,0.440549761,8.966801219,9.435630483,2.010494835,8.021755384,-2.464457811,4.4527,7.485288681,13.73225357,1.333333333,1.02061345,3.381103608,63.16666667,2.88823369
"1-(4,6-dimethoxypyrimidin-2-yl)-1-(3-trifluoromethyl-2-pyridyl)urea",High,2.268677827,0.753125432,5.447222543,3.749273292,2.565749918,6.548006391,-2.409311092,0.7691,1.981941465,12.24565006,1.909090909,2.428576823,5.209986675,20.72727273,2.426080916
3-trifluoromethyl-2-pyridylsulfonamide,High,2.280031347,0.755346318,5.113635255,3.498746208,2.437122535,6.093882246,-2.407985881,0.7765,1.801049935,11.33740177,2.1,2.107753294,4.588499179,21.8,2.423496719
"4,6-dimethoxy-N-(3-(trifluoromethyl)pyridin-2-yl)pyrimidin-2-amine",High,2.037461853,0.627831462,2.061999145,1.197915777,3.003400685,2.925842077,-1.951713182,1.4332,0.614115687,5.668619708,2.3,1.448106572,2.662619175,9.3,1.998038269
4-trifluoromethylnicotinic acid,High,2.38262985,0.68792302,7.357190023,5.122094986,1.569330118,9.535510935,-2.546999182,3.9324,3.703284141,17.15912093,1.9375,4.082049423,7.988810322,19.53125,2.546056563
Flufenacet sulphonic acid (Ref: AE 0841914),High,2.31372788,0.887440311,5.270173227,3.075527497,3.573382922,6.069828831,-2.116726441,1.8071,2.077988092,9.262647565,1.823529412,2.963172764,4.024626997,12.47058824,2.324587414
Flufenacet oxalate (Ref: AE 0841913),High,2.614766562,0.535107325,9.368538482,7.513274705,4.598922334,8.787621787,-2.214643872,1.6433,4.67162799,12.27114941,1.941176471,6.375721354,8.048448948,13.11764706,2.304193252
"2,6-dichlorobenzamide (Ref: AE C653711)",High,1.694744143,0.40182717,1.182677536,0.696114263,2.367351851,1.911230926,-2.196879745,-0.7008,0.414562073,3.322461853,1.833333333,0.428612059,1.161417321,19.66666667,2.024825397
3-chloro-5-trifluoromethyl-pyridine-2-carboxylic acid (Ref: AE-C657188),High,2.373866191,0.408429929,4.478803758,4.112009384,2.293753973,5.140393232,-2.227179688,1.3379,3.350279872,6.982875368,2.444444444,0.872601888,2.140988022,24.66666667,2.28174657
Acifluorfen (Ref: RH 5781),High,2.18860904,0.589767459,2.367244351,1.393936671,3.17167803,3.028587379,-1.713874963,2.35402,0.84553314,5.813157822,2.111111111,1.360160985,2.275364016,9.555555556,1.926427699
Trifluoroethanoic acid,High,2.263622154,0.880497093,4.451380296,2.961590371,3.305994556,5.997786729,-2.454159882,1.75594,2.023443828,11.63567992,1.842105263,3.318602639,6.334524393,12.0,2.28455926
3-trifluoromethylbenzoic acid (Ref: RE-54488),High,1.360352275,0.303792336,0.497468077,0.273861279,3.108612297,1.283192829,-1.32935927,0.719,0.0,3.171958467,2.25,1.8,2.8,4.25,1.239983558
Phthalimide,Not High,2.09237101,0.72784502,2.940605159,1.848561204,2.587779369,4.259234939,-2.137912708,1.14032,1.198940686,7.689426827,1.928571429,1.542014856,3.413390104,10.07142857,2.040165112
Phthalic acid,Not High,2.236459509,0.858002818,4.796333888,3.354839306,3.095794695,6.354190281,-2.217318776,1.75904,2.605651157,10.60419028,1.8125,2.820795665,5.115512289,12.0,2.101719674
Phthalamic acid,High,2.136102619,0.502536938,3.802521013,1.613934316,3.537425956,3.810874371,-2.453461334,-1.0571,0.900237585,7.788274041,1.923076923,1.606236115,2.719708755,11.61538462,2.209053679
3-chloroallyl alcohol,High,2.134151763,0.562003824,3.605461886,1.421798896,3.387249381,3.605461886,-2.329206282,-0.2443,0.856011222,7.263710176,1.833333333,1.607880444,2.582203264,11.58333333,2.1902473
2-butanesulfonic acid,High,2.136242861,0.709742579,4.062595252,2.567941851,3.380744444,5.213326067,-2.166905739,0.1206,1.719482925,8.244489379,1.928571429,2.09382716,3.767418199,11.0,2.179605373
Aminomethylphosphonic acid,High,2.202539392,0.620917208,4.081606549,3.037413809,2.828397697,4.756219286,-2.202048358,0.1187,2.292514319,6.75889082,1.833333333,0.830651881,2.071155483,18.5,2.307760074
Heptachlor epoxide (Ref: ENT 25584),Not High,2.204418922,0.481518621,2.597796701,1.773435418,3.151549668,3.393735751,-1.870751814,2.55662,0.870119777,6.629654403,2.181818182,1.680712536,2.881219935,9.636363636,2.052944179
"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3,5,pyridinecarboxylic acid (Ref: CL 312622)",Not High,2.186485735,0.557704396,2.240415625,1.4394939,3.247834734,2.967623734,-1.763483679,2.00904,0.805660824,5.679264403,1.555555556,1.043572384,2.094917408,9.555555556,1.946240093
"5-hydroxy-6-((4RS)-4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)nicotinic acid (Ref: CL-354825)",High,2.225051019,0.582518852,2.487946415,1.682686601,3.17167803,3.160602425,-1.817222276,2.5756,0.818912938,6.077187915,1.777777778,1.501234568,2.460285375,9.555555556,1.935913252
6-chloronicotinic acid (Ref: IC-0),Not High,1.953829616,0.480075463,1.410683603,0.799572491,3.02146531,2.199358737,-1.788344189,1.2688,0.453038919,3.964101615,1.571428571,0.92905918,1.646196216,8.571428571,1.71774855
"Methyl-7-chloro-2,5-dihydro-2-(((trifluoromethoxy)phenyl)amino)carbonyl(indeno(1,3,4)oxadiazine-4a(3H)-carboxylate (Ref: IN JT333)",High,1.787711423,0.430441963,1.536230926,0.924667653,2.249544095,2.411230926,-2.419498414,-0.3107,0.554727116,4.029568634,1.857142857,1.066196614,1.818015341,20.28571429,2.01502786
(4-trifluoromethoxy)phenyl urea (Ref: IN MK638),Not High,1.977829598,0.551423024,2.008906009,0.999580267,3.16567031,2.760452595,-1.967811173,0.67564,0.753224319,5.549127729,1.666666667,1.384108997,2.009487457,9.555555556,1.904286452
"N-(3,5-dichlorophenyl)3-isopropyl-2,4-dioxoimidazoline-1-carboxamide (Ref: RP-30228)",Not High,2.395170204,0.45102728,3.730453211,3.204463155,3.455546484,4.412083817,-1.751311366,4.9536,1.653855296,8.746817364,1.0,1.877248047,3.590427552,10.27272727,2.104087744
(2RS)-3-cyclopropyl-2-(2-(methylsulfonyl)-4-(trifluoromethyl)benzoyl)-3-oxopropanenitrile (Ref: RPA 202248),High,2.319520368,0.63249081,2.939328818,2.014623462,3.282462907,3.579147465,-1.702062879,3.3524,1.053144803,7.003594391,1.4,1.483432032,2.868476366,9.9,2.022638392
2-mesyl-4-trifloromethylbenzoic acid (Ref: RPA 203328),High,2.119736343,0.650883759,4.213053024,3.119621005,3.200427889,4.594300235,-2.092302012,0.3955,1.845177969,6.0753874,2.222222222,1.506191548,2.091016225,11.66666667,2.054947217
Malathion monocarboxylic acid (Ref: MMCA),Not High,2.589644162,0.655817488,10.58693916,8.722725778,3.743709895,9.503460034,-2.015658622,2.0055,5.125100674,11.36194062,2.0,6.202104448,7.373240064,14.38461538,2.152105912
Ethylenethiourea,High,2.105343587,0.821931175,5.140069352,3.234200625,2.84863719,5.625889389,-2.283586355,1.21332,1.478335642,9.297856125,1.642857143,2.713339027,3.977219313,11.71428571,2.114834925
Ethylene urea,High,2.403236139,0.662952605,6.918193067,3.56074181,2.996629564,8.001583251,-2.133387095,2.4602,1.915600528,12.16348043,2.0,4.383760211,6.292224924,11.38888889,2.192625109
Etem,Not High,2.125202435,0.251326926,8.332692521,5.233989504,0.0,10.94109629,-2.996004938,4.3482,3.459239479,18.30902908,0.666666667,20.29494382,19.57309491,11.5,2.128751815
4-chloro 2-methylphenol,Not High,2.342596091,0.633181508,2.665767243,1.55583764,3.231425013,3.410602425,-2.079037965,2.941,0.946099752,6.577187915,1.833333333,1.82244437,2.860302315,11.66666667,2.323651947
"4,6-dimethoxypyrimidine-2-yl-urea (Ref: AE-F099095)",Not High,2.278707453,0.755759987,5.200039327,3.255479044,1.726829884,7.123640715,-2.222391998,4.1254,2.024662892,12.78011593,1.913043478,3.54407685,6.176762155,12.08695652,2.12619395
Mesosulfuron (Ref: AE F154851),High,2.148176698,0.653513515,2.591436694,1.616093527,2.920939355,3.417353017,-1.922461069,1.7745,1.096332218,6.182440808,2.272727273,1.031576236,2.134222588,10.63636364,1.985644051
4-methylsulfonyl-2-nitrobenzoic acid,High,1.99051824,0.239881347,2.603803087,1.516277153,4.181637403,3.832882239,-2.273673283,0.2253,0.8010395,6.974633948,2.1,2.262772726,4.160819131,11.3,2.112889599
"N-(2,6-dimethylphenyl)-N-(methoxyacetyl)alanine (Ref: CGA 62826)",High,2.273837755,0.791223969,5.86566492,4.076857798,2.430341149,7.953865935,-2.451654876,3.44064,2.851605383,14.57521767,1.583333333,3.823523944,7.773307474,11.66666667,2.295592675
Methyl isothiocyanate (Ref: SN-32866),High,2.230069167,0.568654803,4.857823995,3.098107082,3.067211333,7.318043276,-2.337613483,3.5414,2.188245058,13.11278207,1.9,4.655436098,8.772249133,10.2,2.189947905
Desamino-metamitron,High,2.231410422,0.578680464,6.635687691,3.672787793,3.188952522,8.930007512,-2.36838659,2.1904,2.67369593,14.46734369,1.826086957,6.516181503,8.807961654,11.13043478,2.240341411
Methiocarb sulfoxide,High,2.423789592,0.588510207,5.763739028,3.777630307,2.35464623,7.635770366,-2.352634635,5.6177,2.382783654,14.36085713,1.448275862,5.133751488,7.853894945,11.89655172,2.392822173
Diketo-metribuzin (Ref: BCS-AG59919),High,2.474975755,0.760098052,5.688768761,4.094728459,2.818468684,6.601930074,-1.961243488,2.45438,1.804756521,10.0477452,1.733333333,3.293738579,5.243060533,10.73333333,2.174126044
Desaminodiketo-metribuzin (Ref: BCS-AA68848),High,2.154169935,0.336745327,5.708396212,3.029710868,3.901709221,7.468432913,-1.994223151,4.9045,1.896584565,13.23878183,1.894736842,11.75772185,10.83441027,14.10526316,2.010277797
Methyl 2-sulfamoylbenzoate (Ref: IN D5803),High,2.294773072,0.38745666,7.438148873,5.058508918,1.807338224,9.441982746,-2.075054924,5.9019,3.50871332,16.0256455,1.8,5.474830613,8.717352234,11.72,2.072393011
"1,2-benzisothiazol-3(2H)-one,1,1-dioxide (Ref: IN 00581)",High,2.276894016,0.750717033,4.905190583,3.403405864,3.277693771,7.052072839,-2.426164048,3.16412,2.449519054,12.82832502,2.157894737,3.706335909,7.510031316,12.26315789,2.240317469
3-(ethylsulfonyl)-2-pyridinesulfonamide (Ref: IN E9260),High,2.366868399,0.300063803,9.977177644,7.274302676,1.569788099,12.68093071,-2.350642491,5.3741,5.623109961,19.89704437,1.903225806,6.992444755,11.93252595,22.87096774,2.365901605
3-chloro-4-methylaniline,Not High,2.277893035,0.771401239,6.683054279,3.978086575,3.35677265,8.664037075,-2.445798007,1.81312,2.933105989,14.18288664,2.045454545,4.791588649,7.71109289,12.95454545,2.278245966
3-aminophenol,High,2.140962204,0.639630754,3.169742276,2.228180172,2.920939355,3.855885125,-1.887363339,1.7287,1.680486663,6.243008442,2.272727273,1.050705808,2.165579023,10.63636364,1.980555871
"5,6-dimethyl-2-(methylamino)pyrimidin-4-ol (Ref: R34865)",Not High,2.320230119,0.633181508,2.64125133,1.655104745,3.138261336,3.410602425,-2.043744885,2.941,0.884004587,6.577187915,1.833333333,1.82244437,2.860302315,11.66666667,2.300821522
"3,4-dichloroaniline",Not High,2.288233286,0.229981946,6.843485209,4.430321613,2.521601063,8.836802708,-2.094356246,5.03338,3.748010727,15.73197693,1.8,5.954690553,9.553481405,10.1,2.126755847
Aniline,High,2.194017491,0.47052812,4.933798443,2.285478307,3.202220827,6.418108155,-2.14980786,2.7252,1.516520577,12.28345468,1.333333333,4.865582462,6.826357599,10.57142857,2.201928184
Propylene urea,High,2.402259149,0.568616753,6.575872532,5.707438203,2.228362115,6.701173469,-2.325772554,1.9598,5.159746508,8.113012041,1.777777778,2.615810229,4.007779397,23.0,2.153707507
Pyridafol (Ref: CL 9673),High,2.344168372,0.72074953,5.272633637,3.2897558,2.075279687,7.333688396,-2.24301366,4.4864,1.976495816,13.88944548,1.8,4.994166536,7.604232829,12.4,2.314048354
"2-amino-4,6-dimethylpyrimidine (Ref: AE-F1312593)",Not High,2.550166134,0.61762904,7.009631704,5.746583714,2.450191209,8.512988774,-2.282591038,2.5801,4.573896604,12.37020705,1.473684211,2.366889337,5.507400229,14.94736842,2.448557433
Benzaldehyde,High,2.20380668,0.658526439,2.959385754,1.898401324,3.13239292,3.938423872,-2.010267899,2.78,1.130683508,7.816334227,2.083333333,1.899387863,3.784877587,9.583333333,2.0952586
Benzyl alcohol,Not High,2.060850665,0.071538662,8.162867269,4.112089717,-3.75e-07,12.72466928,-2.224620094,2.0767,2.679133133,23.08392242,0.72972973,87.93116653,35.07385325,9.162162162,1.938555247
"2,4,5-trichlorophenol",Not High,2.245367693,0.804923478,4.746105961,3.479223048,2.494070624,6.26085762,-2.204886088,2.2795,2.809816097,10.67686113,2.294117647,2.347941202,4.892948302,10.70588235,2.133389778
Thiophene sulfonamide (Ref: IN W8268),High,2.601817116,0.610197864,10.84344098,8.580421641,3.956058732,10.67852728,-2.024596389,2.7857,6.949028733,12.77615418,1.8,7.884027353,9.136611153,14.06666667,2.180159963
Thiometon sulfoxide,High,2.176732624,0.719786726,3.912476251,2.553866208,3.372194811,4.713776196,-2.118062505,0.9874,1.74191119,7.061886217,1.818181818,1.923589544,2.808706364,11.45454545,2.097352875
"N,N-dimethyl-N'-p-tolysulphamide",Not High,2.013625813,0.582865238,1.727521013,0.926567521,3.061688151,2.742688357,-2.014729699,-0.22918,0.568474571,5.827239346,2.0,1.308268874,2.466738637,9.4,1.972956525
"2-dodecyl-3-hydroxy-1,4-naphthoquinone",Not High,2.081333706,0.580544433,2.220617372,1.485038539,3.497659363,2.977440407,-2.199665516,0.0159,0.694553289,6.091269439,2.4,0.974028373,2.301674602,9.8,2.011228693
Fenoxaprop-P (Ref: AE-F088406),Not High,2.142521248,0.65331187,3.402360996,1.906992105,2.39630981,5.344127847,-2.131629984,3.1307,1.204858023,9.807898058,2.25,4.921948557,6.995164507,8.875,2.011296962
Chlorobenzoxazolone (Ref: AE-F054014),Not High,2.51610045,0.479441334,7.888740821,5.913846667,3.053931781,10.10773459,-2.021257945,5.3916,4.527037985,14.85257634,1.736842105,5.087315249,8.082805839,11.63157895,2.228633292
Methyl 2-(dimethylamino)-N-(((methylamino)carbonyl)oxy)-2-oxoethanimidothioate (Ref: IN A2213),High,2.488848934,0.428135871,4.080185928,2.689783266,4.442864762,5.242985371,-2.14627516,1.0537,1.312112077,9.460232508,1.857142857,4.4113234,5.799349083,12.42857143,2.239360705
2-chloro-4-methylsulfonyl-benzoic acid,High,2.244378455,0.751519277,3.721515757,2.693243233,2.310490604,4.953432881,-2.237221335,2.0476,1.946186109,8.389607834,2.214285714,1.670759798,3.629492932,10.07142857,2.041457426
Benalaxyl-M (Ref: IR 6141),High,2.237409472,0.59875104,6.877757862,4.841882585,2.308759093,9.10326183,-2.362105745,0.1777,3.590695754,16.58258097,1.714285714,4.398301476,8.263340847,10.89285714,2.325984929
Pethoxamid (Ref: ASU 96 520H),Not High,2.321397789,0.498347258,8.72950173,5.74291814,2.46201326,10.351656,-2.351344978,2.9434,4.18983209,16.20960617,1.785714286,5.177798589,8.299595029,16.46428571,2.377712253
N-(2-ethoxyethyl)-N-(2-methyl-1-phenyl-1-propenyl)-2-sulfoacetamide,High,2.43972717,0.815800687,7.278866517,5.471084453,2.080491085,9.421990427,-2.48662571,3.64524,3.980025143,16.38617644,1.962962963,3.71528719,7.723766422,24.88888889,2.49911691
Sulfosulfuron sulfonamide (Ref: MON 52729),High,2.346601212,0.398049493,5.943821716,3.889911596,2.445635254,8.241772948,-2.209287242,4.3906,2.285244546,14.715051,2.0,6.392079598,9.776473347,12.04347826,2.178798324
Bistrifluron (Ref: DBI-3204),High,2.374695611,0.615149047,4.290445745,2.758309451,2.352984435,5.962106416,-2.056267413,4.3141,1.685550323,11.11101395,1.52173913,3.726883948,5.908533866,11.08695652,2.330377879
Carpropamid (Ref: KTU 3616),Not High,2.29521826,0.682295027,3.587725491,2.825708583,2.731827362,4.619491979,-2.167096631,2.7548,1.690183784,8.393684496,1.142857143,1.189546979,3.225620293,15.85714286,2.291604947
Cyanophos (Ref: OMS 226),Not High,2.154201251,0.267785145,5.76818279,3.040875418,3.951048929,7.403554657,-2.005259178,4.5178,1.867121782,13.3161321,2.0,11.59198556,11.34616178,13.5,2.011349239
Hydroprene (Ref: OMS 1696),Not High,2.530666845,0.290130537,12.5106797,7.358895585,2.434191301,13.6752298,-2.499636282,5.69432,5.827622332,23.2101605,1.473684211,6.952241086,10.61908054,13.26315789,2.730924452
Imibenconazole (Ref: HF 6305),Not High,2.377090029,0.611144451,6.907495428,4.922523238,2.115385952,9.075220897,-2.208145931,1.3647,3.611541991,15.86799853,1.827586207,3.801417803,7.230463932,12.06896552,2.401051294
S-metolachlor (Ref: CGA 77102),Not High,2.184572676,0.586533879,7.098245271,4.300554966,2.144182479,9.524899751,-2.386769553,0.674,2.901502523,16.90262675,1.620689655,5.93471164,9.053906802,10.62068966,2.199461036
Profoxydim (Ref: BAS 625H),Not High,2.29696247,0.761956695,8.795526805,5.184678564,1.914473494,10.06815576,-2.55579484,4.52256,3.767093318,18.18003016,1.689655172,4.443438736,7.895925515,13.31034483,2.303961849
Metolachlor ethane sulfonic acid (Ref: CGA 354743),High,2.329853471,0.574572705,9.993684553,7.829656442,2.255907885,10.66978888,-2.291351178,1.33432,5.105655478,16.96987744,1.846153846,2.744399845,6.110733204,13.0,2.296647579
6-fluoro-2-hydroxybenzothiazole (Ref: KIF-230-M1),High,2.463604375,0.90934706,7.476098378,5.5091066,1.833611623,8.658179831,-2.461703976,3.5875,4.223970966,14.44732735,2.043478261,3.43123603,6.616525346,27.69565217,2.4958267
"((2,6-dimethylphenyl)-2-methoxyethyl)carbamoyl)methanesulfonic acid sodium salt (Ref: CGA 354742)",High,2.17714521,0.539086939,6.870962262,4.587614157,2.228235047,9.311346097,-2.353033666,1.8257,3.217050839,15.79641335,1.925925926,5.278297272,8.643723875,10.77777778,2.248452885
Dodemorph acetate (Ref: BAS 238F),Not High,2.165088942,0.551303417,6.646398853,4.535369168,2.23518889,9.364262714,-2.353652963,0.609,3.105169209,16.03238326,1.785714286,5.033248971,8.943603805,10.67857143,2.247073524
"2,4-dichlorobenzoic acid",High,2.342308368,0.543889534,7.53718998,4.877565758,1.701027616,10.01203748,-2.384739627,1.5649,3.254404983,16.44697698,1.689655172,5.314925636,8.30570129,13.31034483,2.318324968
Haloaniline,Not High,2.237487845,0.656115471,6.644137293,4.201737701,2.183783296,8.975838217,-2.353502765,1.3403,2.796953754,15.66627668,1.793103448,6.337896995,8.763313657,11.48275862,2.307508232
