Unnamed: 0,Environmental fate,VSA_EState10,MolLogP,Kappa2,Chi3n,fr_NH0,HallKierAlpha,SMR_VSA10,TPSA,fr_amide,fr_NH2,SMR_VSA7,SlogP_VSA11,Chi4v,FpDensityMorgan2,SlogP_VSA10
Gibberellins,High,5.785311244,4.6503,7.20552267,3.862471471,3,-2.58,11.60093989,60.17,0,0,71.26874593,11.49902367,2.770731237,1.740740741,13.17124514
Cycloheximide,High,0.0,1.2385,7.18836495,2.691054193,1,-2.19,27.69165119,111.98,1,0,41.46839136,0.0,2.439511563,1.681818182,0.0
Tolfenpyrad (Ref: OMI 88),Not High,0.0,0.2302,14.93430733,2.923939863,0,-3.18,35.81583173,201.8,0,0,0.0,0.0,1.841032961,0.785714286,0.0
Prohexadione,Not High,11.8504535,5.5203,9.960296047,3.534168978,0,-0.93,29.17118507,35.53,0,0,28.24436783,5.749511833,2.477831887,2.0,0.0
Isolan (Ref: ENT 19060),High,30.10012542,6.4955,6.114691574,2.734003689,0,-0.11,58.00469945,0.0,0,0,69.70310616,0.0,2.888780653,0.947368421,0.0
Metolcarb,High,30.44479548,6.4955,6.114691574,2.746892099,0,-0.11,58.00469945,0.0,0,0,69.70310616,0.0,3.010743279,1.368421053,0.0
Lime sulphur,High,12.16620766,3.4444,7.402307926,3.564002109,2,-1.79,46.53956163,68.2,0,0,28.24436783,0.0,2.901260533,1.916666667,5.687386275
Urea,High,1.373129252,1.1843,3.493171612,1.580124245,2,-0.84,11.76188495,58.64,0,0,16.04773207,0.0,1.22183039,1.923076923,0.0
1-naphthylacetamide,High,0.0,3.39,9.315732523,11.53997836,0,-0.69,5.969305288,107.22,0,0,0.0,0.0,8.948338816,1.558823529,0.0
Zinc phosphide,Not High,11.68735142,3.7872,7.393491124,3.721218948,2,-2.5,44.77952788,89.77,1,0,57.96180153,5.749511833,4.101550284,1.862068966,13.17124514
Epichlorohydrin,Not High,6.116137288,5.0784,7.540589853,4.741075166,3,-2.02,17.50811962,38.13,1,0,51.55371433,0.0,3.422786927,2.037037037,13.17124514
Medetomidine,High,6.259296584,2.7663,10.26271865,5.11692738,8,-4.84,29.10268562,156.3,2,0,75.45392719,0.0,3.642934389,1.947368421,18.85863142
Oxolinic acid,High,0.0,4.1758,12.06818005,5.480054292,1,-4.34,17.84579031,103.82,1,0,89.24941985,11.49902367,3.747317341,1.432432432,8.780830095
Thymol,Not High,0.0,4.98022,6.039648438,3.830039224,1,-2.6,10.90292493,42.35,0,0,65.10724442,11.49902367,2.658366294,1.72,13.17124514
Sulphanilamide,Not High,5.92502189,2.69252,7.318652602,4.355498925,6,-3.39,11.60093989,79.76,0,0,81.361597,5.879988336,2.931741373,1.857142857,0.0
Niclosamide (Ref: ENT 25823 ),Not High,5.470540123,0.9314,2.530991736,0.755335819,1,0.25,11.60093989,0.0,0,0,0.0,0.0,0.760638829,1.714285714,0.0
Fluxapyroxad (Ref: BAS 700F),High,0.0,-0.4377,0.979577193,1.214601872,0,-0.57,5.969305288,63.32,0,1,0.0,0.0,0.348534255,2.142857143,0.0
3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid (Ref: M700F001),High,0.0,4.9179,5.894111341,4.689034453,3,-2.31,11.58513162,50.41,0,0,46.53108102,0.0,3.849133914,2.08,18.85863142
2-(trifluoromethyl)benzoic acid,Not High,4.94350613,0.69469,6.378740203,4.072066581,4,-3.33,23.81243945,78.47,1,0,43.68958191,5.749511833,2.825849649,1.714285714,18.85863142
Eugenol,Not High,0.0,0.1793,3.47,0.234708048,0,-0.53,6.472220865,26.3,0,0,0.0,0.0,0.068041382,2.6,0.0
Fenpyrazamine (Ref: S-2188),Not High,11.86010154,3.2934,4.482425936,2.715769004,1,-0.77,29.10905951,29.54,1,0,33.80781932,0.0,2.08756305,2.117647059,0.0
Alpha-terpinoline,Not High,0.0,-1.7158,7.165406427,0.581678291,0,-0.5,13.56506761,185.52,0,0,0.0,0.0,0.685429752,1.833333333,0.0
Alpha-pinene,Not High,0.0,-1.3686,8.15252159,0.594000203,0,-0.46,13.56506761,118.89,0,0,0.0,0.0,0.711568473,1.769230769,0.0
Para-cymene,Not High,0.0,-1.0422,5.224593412,0.594000203,0,-0.46,13.56506761,141.86,0,0,0.0,0.0,0.711568473,1.909090909,0.0
Diethatyl ethyl (Ref: BAY NNT 6867),Not High,0.0,0.4356,6.701094208,2.901576901,3,-3.03,16.05440567,121.52,1,0,34.74974886,11.75997667,2.882265069,1.884615385,17.96578233
Phenylmercuric acetate,High,0.902891192,-0.39488,6.085745853,2.95429136,3,-2.67,33.36049683,149.59,1,0,26.30494204,6.01046484,4.375009234,2.041666667,4.794537184
Benthiavalicarb-isopropyl (Ref: KIF-230),Not High,16.60693878,3.6703,9.234589223,2.616141739,2,-0.75,46.45951123,79.45,0,1,20.89230444,0.0,1.932895359,1.6,5.687386275
(RS)-2-(4-fluoro-3-trifluoromethylphenoxy)butanoic acid (Ref: UR-50604),High,16.60693878,1.753,11.76158132,2.841769153,2,-0.87,46.45951123,140.14,0,1,20.89230444,0.0,2.606688595,1.384615385,5.687386275
"3,5-di-bromo-4-hydroxybenzoic acid",Not High,0.0,2.4315,6.588063754,1.494195557,0,-0.53,5.969305288,37.3,0,0,0.0,0.0,0.879779116,1.8,0.0
Metam-potassium,High,5.609994331,2.7047,3.625419765,2.052749247,2,-1.76,23.2174224,54.6,0,0,34.74006701,0.0,1.572374693,2.058823529,13.17124514
Glyphosate-isopropylamine (Ref: MON 0139),Not High,5.332376543,2.336,2.819987204,1.196967815,1,-0.97,17.41880267,38.91,0,1,22.84929545,0.0,0.769853054,2.0,18.98910792
Glyphosate-monopotassium,Not High,5.669537037,2.35402,2.275364016,1.141527288,0,-0.69,11.60093989,20.23,0,0,28.78518601,5.749511833,0.746419444,2.111111111,0.0
Triclopyr-butotyl,Not High,3.325914206,11.36116,30.43377029,11.5619047,4,-8.72,34.61218233,249.4,0,0,203.1524685,34.75802401,9.223357558,0.95,0.0
Triclopyr-triethylammonium,High,0.0,-1.2699,5.265227561,1.157747,0,-0.42,13.33813282,139.95,0,1,0.0,0.0,1.253724394,2.166666667,0.0
