,Environmental fate,Ecotoxicity,Human health,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
"N,N-dimethyl capramide",Not High,Not High,Not High,CCCCCCCCCC(=O)N(C)C,12.31198554,12.31198554,0.051077386,-0.600820211,0.420948716,10.88461538,361.354,342.202,361.1273853,138,0.341859875,-0.480731867,0.480731867,0.341859875,1.038461538,1.692307692,2.230769231,16.61840512,10.02676392,2.215634227,-2.131064922,2.291949738,-2.114698792,6.087396727,0.059718842,2.66501689,2.543686495,799.8906659,19.10408353,15.10053161,15.10053161,12.53193706,7.479713413,7.479713413,4.866866677,4.866866677,3.311899298,3.311899298,2.153240369,2.153240369,-3.36,601560.9374,18.97125191,8.653192042,4.180451372,150.0609973,23.7850404,18.42276087,0.0,11.75997667,0.0,11.97977013,0.0,4.794537184,9.967957042,0.0,17.28844686,12.99010427,5.563451492,33.1074447,28.57957758,11.68099029,0.0,9.967957042,5.155712727,6.9237372,28.43919017,35.39237126,23.51995335,14.21058886,0.0,23.51995335,0.0,50.0881375,9.574451538,0.0,22.84517737,29.421181,0.0,0.0,101.36,5.969305288,4.794537184,0.0,29.08340484,11.27513649,0.0,34.50555723,25.12283841,0.0,15.12366977,23.7850404,20.75487051,0.0,25.27369535,3.857162377,1.13170278,0.088815493,6.433265075,0.0,1.694570211,5.599251539,0.294117647,26,0,9,0,0,0,1,1,2,9,0,9,7,0,0,0,2,2.4431,92.2115,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelargonic acid,Not High,Not High,Not High,CCCCCCCCC(=O)O,12.31292785,12.31292785,0.001708816,-0.067152778,0.597719909,22.57142857,286.415,260.207,286.1932801,114,0.309956259,-0.460555088,0.460555088,0.309956259,1.285714286,1.952380952,2.523809524,16.53436897,10.06748736,2.608725364,-2.086558691,2.594041008,-2.107861287,5.779300706,-0.147102035,2.881396896,1.983725069,577.2291919,15.78409257,13.98770498,13.98770498,9.730087939,7.609877892,7.609877892,7.106488139,7.106488139,4.545535435,4.545535435,3.044445647,3.044445647,-1.57,44745.21239,15.81199753,5.668019653,3.368679496,127.7552838,4.736862954,6.606881965,0.0,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,49.25915173,50.1547483,0.0,5.917906046,9.531400138,5.969305288,0.0,0.0,17.25080256,48.14930516,0.0,46.53858032,0.0,0.0,0.0,0.0,0.0,5.969305288,16.1382821,31.09827696,44.38530327,29.84822584,0.0,0.0,26.3,0.0,4.794537184,0.0,17.3022018,12.52478801,5.563451492,16.70000751,0.0,6.066367068,59.75117744,4.736862954,5.551952475,0.0,12.31292785,0.0,4.785732723,0.245133535,6.225195395,2.197474017,12.93158401,0.0,0.526315789,21,0,2,1,0,1,1,0,1,2,0,2,4,1,0,1,2,4.58504,85.904,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-naphthylacetic acid,High,Not High,High,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,10.51878725,10.51878725,0.427288963,-0.477574588,0.485221398,11.16666667,270.72,255.6,270.0883534,98,0.273795523,-0.369651695,0.369651695,0.273795523,1.666666667,2.388888889,2.833333333,35.49569635,10.24232299,2.105005117,-2.232037404,2.104341101,-2.297757494,6.288752518,-0.404355861,2.351078474,2.830118712,433.1742825,13.5436056,10.25971648,11.01564543,8.562080608,5.448891559,5.826856032,3.553041174,3.940289915,2.368320451,2.591898616,1.491839659,1.603628741,-1.82,8952.906827,14.2418047,6.804125598,4.213029095,110.4170386,10.21669833,5.153109817,5.820974096,0.0,6.19995489,0.0,10.11431827,4.983978521,0.0,0.0,17.66730696,18.55355576,26.33402837,4.923311049,4.923311049,11.60093989,0.0,15.20067686,0.0,13.46849361,13.59242839,51.18138627,0.0,5.316788604,0.0,0.0,11.60093989,28.39962769,6.544756406,10.11431827,12.48718869,30.35050669,5.153109817,0.0,71.3,4.923311049,10.11431827,0.0,0.0,24.06359672,11.76340638,0.0,19.31088262,17.890014,10.30076712,11.60093989,0.0,5.703009854,15.85979731,13.76101234,0.93587774,0.455972222,3.54010456,2.608412996,3.096026453,1.650897634,0.363636364,18,1,6,0,0,0,0,1,1,5,1,7,6,0,0,0,1,1.8519,69.4681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2-naphthyloxyacetic acid,High,Not High,Not High,c1ccc2cc(ccc2c1)OCC(=O)O,10.88194444,10.88194444,2.626736111,-4.421296296,0.644414828,15.09090909,300.805,300.805,297.7750163,68,0.296321985,-0.219863058,0.296321985,0.219863058,0.727272727,0.909090909,0.909090909,35.58885677,11.78532264,2.517407905,-2.172702917,2.457906942,-2.311129974,8.018492792,0.596570646,1.581285395,5.108227201,210.2883479,9.5,4.492531709,9.844601966,4.5,1.875475043,5.626425128,1.394918266,9.533643669,0.609419498,5.484775482,0.131222665,3.543011949,1.69,88.5519821,12.69,3.445708144,2.831200543,93.54918889,0.0,0.0,0.0,9.837253136,6.249135839,0.0,0.0,8.417796984,0.0,0.0,69.60563934,0.0,0.0,0.0,8.417796984,79.44289248,0.0,0.0,0.0,6.249135839,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934,14.66693282,9.837253136,0.0,0.0,0.0,0.0,0.0,34.14,16.08638898,8.417796984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934,16.51041667,29.99421296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.421296296,1.0,11,0,2,0,0,0,0,0,0,2,0,9,0,0,0,0,0,3.0566,49.4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acetic acid,High,Not High,Not High,CC(=O)O,12.4305816,12.4305816,0.387499617,-4.644551931,0.438559516,11.19354839,468.341,456.245,468.0362826,168,0.388171329,-0.465385157,0.465385157,0.388171329,1.0,1.548387097,2.064516129,32.23327303,10.20628686,2.250602641,-2.118498781,2.215060988,-2.353218269,7.897697991,-0.057917631,2.650812604,2.262502466,1040.829123,23.1814338,15.21372329,16.03021987,14.51207624,7.813854452,9.297017699,5.172398348,6.823222475,3.133088089,4.52223816,2.046773782,3.150443445,-3.69,3561880.991,23.58759474,9.876310801,6.662185038,170.9388256,14.21058886,4.895483476,0.0,17.70831595,10.02329115,25.22342997,5.316788604,22.72896622,27.52961723,0.0,12.13273414,12.13273414,0.0,18.7396161,49.7791204,27.97205023,0.0,14.69005191,0.0,18.11849365,12.42658615,35.89528683,11.75997667,19.51260938,28.30453666,11.75997667,0.0,50.71898154,14.76015411,0.0,10.35798868,35.22731882,0.0,0.0,145.81,57.85052056,35.56853154,0.0,5.563451492,6.066367068,19.24253168,16.854829,5.316788604,0.0,24.1785459,0.0,88.15622816,0.0,29.75787776,1.740348954,-0.387499617,-3.802966476,3.714042594,0.0,-6.794115739,-3.633915638,0.2,31,2,11,0,0,0,1,1,2,9,2,16,8,0,0,0,2,1.9764,92.4177,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,1,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Diphenylamine,Not High,Not High,High,C1=CC=C(C=C1)NC2=CC=CC=C2,5.116512346,5.116512346,0.039351852,-1.276234568,0.487137708,12.0,167.85,165.834,165.8910608,38,0.203436391,-0.122062738,0.203436391,0.122062738,1.166666667,1.333333333,1.333333333,35.58279779,10.92878007,2.15541599,-2.003514665,2.259664574,-2.010231961,6.690914752,1.279549609,1.351644115,3.168489873,35.30296891,5.207106781,2.718964673,5.742680457,2.560660172,1.187761342,2.856177245,0.748808198,3.53213888,0.151522882,1.363705935,0.0,0.0,1.16,12.16479704,7.16,2.463200692,5.16,56.31725805,0.0,0.0,0.0,3.792535936,0.0,0.0,0.0,0.0,0.0,11.60093989,34.80281967,0.0,0.0,5.880003445,0.0,46.40375956,0.0,0.0,0.0,3.792535936,5.880003445,0.0,0.0,0.0,0.0,0.0,46.40375956,9.672539381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.792535936,0.0,0.0,5.880003445,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956,-1.276234568,20.43132716,0.0,0.0,0.0,0.039351852,0.0,0.0,0.0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.5954,31.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-phenylphenol,Not High,High,High,C1=CC=C(C=C1)C2=CC=CC=C2O,5.040123457,5.040123457,0.222222222,-0.222222222,0.40598289,9.0,98.96,94.928,97.96900549,26,0.104589173,-0.105706289,0.105706289,0.104589173,1.5,1.5,1.5,35.53916566,10.96940588,1.74707813,-1.722588454,1.945469196,-1.629809484,6.434202771,1.387534367,0.811278124,2.323790008,8.754887502,3.577350269,2.333279215,3.845137107,1.732050808,1.01378605,1.886657611,0.51891439,2.05161483,0.0,0.0,0.0,0.0,0.58,3.245112498,4.58,1.859329609,19.14599287,35.7107256,0.0,4.83626969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978,0.0,6.9237372,0.0,0.0,0.0,23.20187978,0.0,0.0,0.0,11.76000689,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978,4.83626969,0.0,0.0,6.9237372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83626969,0.0,0.0,0.0,6.9237372,0.0,0.0,23.20187978,0.0,10.08024691,-0.222222222,0.0,0.0,0.0,0.0,0.0,1.697530864,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.81,21.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,1,1-acetonitrile (Ref: USAF EK-488)",High,Not High,Not High,CC#N,5.385802469,5.385802469,0.061728395,-0.061728395,0.524728274,10.0,147.432,142.392,145.9456832,38,0.060618612,-0.125066687,0.125066687,0.060618612,1.166666667,1.5,1.5,35.50042433,10.55719089,1.949803227,-1.919362868,1.985889986,-1.99058203,6.319148329,1.11741905,1.650022422,2.754184786,25.21928095,4.991563832,3.125457251,5.393244089,2.808060412,1.569236955,3.074717703,0.905888534,2.140315334,0.334860259,1.704434989,0.041239305,0.371153744,0.87,19.80026906,6.87,4.040357751,3.075338809,52.37893394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.80281967,0.0,0.0,11.76000689,5.377087868,0.0,34.80281967,0.0,0.0,0.0,5.377087868,11.76000689,0.0,0.0,0.0,0.0,0.0,34.80281967,17.13709476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.377087868,11.76000689,0.0,0.0,0.0,0.0,0.0,34.80281967,0.0,15.85725309,0.0,-0.061728395,0.0,0.871141975,0.0,0.0,0.0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2.0714,31.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbon tetrachloride (Ref: ENT 4705),Not High,Not High,High,C(Cl)(Cl)(Cl)Cl,3.361111111,3.361111111,1.638888889,1.638888889,0.396333969,5.0,54.092,48.044,54.04695019,22,-0.070082308,-0.099086737,0.099086737,0.070082308,1.0,1.25,1.25,13.37805379,10.64557975,1.2909089,-1.441711418,1.522153786,-1.210320249,4.880053786,2.147579751,1.370950594,2.732050808,21.01955001,3.414213562,2.568914101,2.568914101,1.914213562,1.149829914,1.149829914,0.471404521,0.471404521,0.166666667,0.166666667,0.0,0.0,-0.52,6.854752972,3.48,2.48,1.48,26.45487131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.30991158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.30991158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.30991158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15204021,0.0,13.15787137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.277777778,6.722222222,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3584,20.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isophorone,Not High,Not High,High,CC1=CC(=O)CC(C1)(C)C,4.944444444,4.944444444,0.777777778,0.777777778,0.41574925,24.0,88.106,80.042,88.0524295,36,0.070114395,-0.376667636,0.376667636,0.070114395,0.666666667,1.0,1.166666667,16.56430083,10.63857183,1.938198286,-2.093303685,1.845903911,-2.158799402,4.365979954,-0.033358206,1.719973094,2.0,21.01955001,4.242640687,3.644923706,3.644923706,3.0,2.154700538,2.154700538,1.224744871,1.224744871,0.744016936,0.744016936,0.439826406,0.439826406,-0.08,34.39946188,4.088918919,2.157216947,0.953692476,37.05533668,9.473725908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.42752786,9.473725908,0.0,0.0,0.0,0.0,0.0,26.42752786,0.0,0.0,0.0,0.0,0.0,0.0,26.42752786,9.473725908,0.0,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,26.42752786,0.0,0.0,0.0,0.0,9.473725908,9.888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.111111111,0.0,1.0,6,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,0.0332,21.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-hydroxyquinoline,Not High,High,High,C1=CC2=C(C(=C1)O)N=CC=C2,5.623390653,5.623390653,0.801903817,0.801903817,0.728077962,10.13333333,198.269,184.157,198.1156984,76,0.031367979,-0.39872856,0.39872856,0.031367979,0.6,0.933333333,1.266666667,14.5385173,10.04609707,1.953959812,-2.024515361,2.125550605,-1.90478015,5.42695293,1.194665567,2.247980571,2.146711376,385.5980617,10.67336211,8.480609473,8.480609473,7.237183443,4.92719146,4.92719146,3.659939943,3.659939943,2.367686683,2.367686683,1.506679273,1.506679273,-1.96,3273.059711,9.589508527,4.047909046,2.4984504,89.53322083,11.46733495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827,41.81319288,11.37477255,0.0,0.0,11.37477255,0.0,0.0,0.0,6.420821623,11.46733495,59.65783953,0.0,11.46733495,11.37477255,0.0,0.0,0.0,6.420821623,0.0,11.12690298,48.53093655,0.0,0.0,52.04,0.0,0.0,0.0,0.0,0.0,17.79559417,11.12690298,0.0,48.53093655,0.0,11.46733495,0.0,0.0,0.0,0.0,15.3672027,0.0,15.88224175,0.917222222,0.0,0.0,0.076923077,15,4,2,0,0,0,2,0,2,2,2,2,2,0,0,0,2,2.4418,64.5148,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noviflumuron,High,Not High,High,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,10.5,10.5,0.291666667,0.291666667,0.425686211,21.28571429,99.133,90.061,99.06841391,40,0.221873564,-0.345748915,0.345748915,0.221873564,1.714285714,2.428571429,2.571428571,16.15310778,10.38011002,2.136073784,-2.028215494,2.042418415,-2.173220282,5.771081934,-0.126031391,1.905399931,2.478438739,90.080944,5.276020882,4.47678223,4.47678223,3.304530453,2.544725695,2.544725695,1.918847178,1.918847178,1.309920344,1.309920344,0.78301432,0.78301432,-0.53,49.54039821,4.624559505,1.523475772,0.734423082,43.1145441,4.899909731,0.0,0.0,5.907179729,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,6.420821623,20.01325001,0.0,4.794537184,5.907179729,0.0,4.899909731,0.0,12.84164325,13.59242839,0.0,0.0,0.0,0.0,0.0,0.0,24.39951785,4.794537184,0.0,12.84164325,0.0,0.0,0.0,20.31,0.0,4.794537184,0.0,0.0,5.907179729,19.38639965,0.0,4.899909731,7.047671983,0.0,0.0,0.0,0.0,12.26388889,0.0,0.0,0.291666667,0.0,1.811342593,0.957175926,1.842592593,0.8,7,0,2,0,1,1,0,0,0,1,0,2,0,0,1,1,1,0.2386,26.871,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-benzisothiazolin-3-one",Not High,Not High,Not High,C1=CC=C2C(=C1)C(=O)NS2,6.222707513,6.222707513,0.60282018,0.60282018,0.751207694,11.3,275.4,250.2,275.2109958,110,0.25379882,-0.383246299,0.383246299,0.25379882,1.1,1.85,2.6,15.33673297,10.02932519,2.123059103,-2.109125535,2.198561396,-2.096372631,5.490274151,0.605242733,2.925504067,2.022598596,546.4326033,14.37203272,12.60040917,12.60040917,9.774386908,7.744427246,7.744427246,5.265454473,5.265454473,3.765659871,3.765659871,2.592362319,2.592362319,-1.65,49517.08183,14.75275357,7.217371591,3.264983823,120.1662729,5.733667477,12.14518285,0.0,0.0,5.777653724,0.0,0.0,4.983978521,14.59805822,0.0,45.95158251,19.26246487,5.563451492,5.693927995,0.0,11.5955165,0.0,19.58203674,0.0,65.21404738,5.733667477,17.58469956,0.0,5.733667477,5.817862778,0.0,0.0,19.58203674,12.84164325,0.0,63.62978362,6.327320075,0.0,5.777653724,69.1,0.0,0.0,0.0,0.0,11.5955165,24.09902273,44.85224981,4.515397894,0.0,28.91411325,5.733667477,1.644420903,0.0,8.672362992,4.141113862,8.442660954,1.309216654,0.0,11.10310025,4.353791055,0.0,0.666666667,20,2,5,0,0,0,0,2,2,5,1,5,8,0,0,0,2,3.1719,81.6524,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Fluopyram,High,High,Not High,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,13.56627951,13.56627951,0.065425905,-0.617563421,0.807731267,20.43478261,337.391,320.255,337.0948062,122,0.163289844,-0.3863451,0.3863451,0.163289844,1.304347826,2.043478261,2.695652174,32.13347431,9.990025359,2.357263629,-2.208797892,2.301592825,-2.308652635,7.119355771,-0.071647985,3.085679516,1.584958738,723.6946397,16.44938299,12.9359591,13.75245568,10.98378235,7.285685243,8.165338054,5.881699682,6.797815759,3.757282097,4.82274982,2.490754188,3.398410916,-1.79,214892.8929,16.0813689,6.372574111,3.428823856,137.0851465,9.574451538,17.34612668,5.601050811,0.0,0.0,0.0,0.0,8.780830095,0.0,11.33678588,11.2220798,42.99008987,11.98427311,18.09091112,18.35528163,17.04847088,0.0,0.0,5.155712727,32.4762288,6.606881965,57.2840229,0.0,0.0,8.780830095,0.0,11.33678588,17.91961778,16.1813335,18.55817888,29.348609,34.80124377,0.0,0.0,30.82,17.23549249,8.780830095,0.0,18.77721542,6.420821623,16.15228369,18.19910121,11.33678588,25.29390424,5.155712727,9.574451538,32.62184638,1.62139322,6.617860731,6.166061182,1.369435021,-1.206217134,5.806900543,0.60526518,3.980788207,0.0,0.352941176,23,0,3,0,1,1,1,1,2,4,0,6,5,0,0,0,3,4.43462,85.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Isotianil (Ref: BYF1047),Not High,Not High,Not High,C1=CC=C(C(=C1)C#N)NC(=O)C2=C(C(=NS2)Cl)Cl,14.04639893,14.04639893,0.001096571,-0.617861106,0.894925916,12.47826087,317.408,293.216,317.1903406,124,0.261736246,-0.321526083,0.321526083,0.261736246,1.304347826,1.956521739,2.52173913,19.14310158,9.906055319,2.215965275,-2.182931138,2.294146836,-2.161091679,6.050442645,0.101711594,2.713968629,2.280560769,706.2874152,17.14589989,14.35184835,14.35184835,10.80743821,7.902106365,7.902106365,6.446798212,6.446798212,3.944140908,3.944140908,2.947420202,2.947420202,-2.17,113530.7357,17.18807448,6.939849895,3.781522081,136.2571295,5.316788604,5.563451492,0.0,5.947697344,5.907179729,0.0,4.794537184,4.681802935,9.489096856,0.0,38.9703128,36.81018948,12.73505826,5.693927995,9.184952232,11.594566,0.0,9.780484743,12.96557803,40.03367647,5.316788604,47.0339966,0.0,5.316788604,10.07780132,0.0,0.0,15.68766447,7.047671983,18.78934059,54.72530743,24.26546827,0.0,0.0,46.92,11.85487707,9.184952232,0.0,5.563451492,17.52974009,22.35346232,7.047671983,6.9237372,24.26546827,31.18668201,0.0,15.12729115,0.0,12.46165832,6.794733606,2.1794725,-0.205445315,7.688662446,1.02099726,8.115397399,1.483899297,0.444444444,23,1,4,0,0,0,1,1,2,3,1,5,5,0,0,0,2,4.26952,90.1682,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
