"Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (MFE, max)","%RSD (MFE)","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 250-MS-POS,[Mass] 251-MS-POS,[Mass] 252-MS-POS,[Mass] 253-MS-POS,[Mass] 254-MS-POS,[Mass] 255-MS-POS,[Mass] 256-MS-POS,[Mass] 257-MS-POS,[Mass] 258-MS-POS,[Mass] 259-MS-POS,[Mass] 260-MS-POS,[Mass] 261-MS-POS,[Mass] 262-MS-POS,[Mass] 263-MS-POS,[Mass] 264-MS-POS,[Mass] 265-MS-POS,[Mass] 266-MS-POS,[Mass] 267-MS-POS,[Mass] 268-MS-POS,[Mass] 269-MS-POS,[Mass] 270_POS,[Mass] 271_POS,[Mass] 272_POS,[Mass] 273_POS,[Mass] QC1_POS,[Mass] QC2_POS,[Mass] QC3_POS,[RT] 250-MS-POS,[RT] 251-MS-POS,[RT] 252-MS-POS,[RT] 253-MS-POS,[RT] 254-MS-POS,[RT] 255-MS-POS,[RT] 256-MS-POS,[RT] 257-MS-POS,[RT] 258-MS-POS,[RT] 259-MS-POS,[RT] 260-MS-POS,[RT] 261-MS-POS,[RT] 262-MS-POS,[RT] 263-MS-POS,[RT] 264-MS-POS,[RT] 265-MS-POS,[RT] 266-MS-POS,[RT] 267-MS-POS,[RT] 268-MS-POS,[RT] 269-MS-POS,[RT] 270_POS,[RT] 271_POS,[RT] 272_POS,[RT] 273_POS,[RT] QC1_POS,[RT] QC2_POS,[RT] QC3_POS,[Area] 250-MS-POS,[Area] 251-MS-POS,[Area] 252-MS-POS,[Area] 253-MS-POS,[Area] 254-MS-POS,[Area] 255-MS-POS,[Area] 256-MS-POS,[Area] 257-MS-POS,[Area] 258-MS-POS,[Area] 259-MS-POS,[Area] 260-MS-POS,[Area] 261-MS-POS,[Area] 262-MS-POS,[Area] 263-MS-POS,[Area] 264-MS-POS,[Area] 265-MS-POS,[Area] 266-MS-POS,[Area] 267-MS-POS,[Area] 268-MS-POS,[Area] 269-MS-POS,[Area] 270_POS,[Area] 271_POS,[Area] 272_POS,[Area] 273_POS,[Area] QC1_POS,[Area] QC2_POS,[Area] QC3_POS,[Score (MFE)] 250-MS-POS,[Score (MFE)] 251-MS-POS,[Score (MFE)] 252-MS-POS,[Score (MFE)] 253-MS-POS,[Score (MFE)] 254-MS-POS,[Score (MFE)] 255-MS-POS,[Score (MFE)] 256-MS-POS,[Score (MFE)] 257-MS-POS,[Score (MFE)] 258-MS-POS,[Score (MFE)] 259-MS-POS,[Score (MFE)] 260-MS-POS,[Score (MFE)] 261-MS-POS,[Score (MFE)] 262-MS-POS,[Score (MFE)] 263-MS-POS,[Score (MFE)] 264-MS-POS,[Score (MFE)] 265-MS-POS,[Score (MFE)] 266-MS-POS,[Score (MFE)] 267-MS-POS,[Score (MFE)] 268-MS-POS,[Score (MFE)] 269-MS-POS,[Score (MFE)] 270_POS,[Score (MFE)] 271_POS,[Score (MFE)] 272_POS,[Score (MFE)] 273_POS,[Score (MFE)] QC1_POS,[Score (MFE)] QC2_POS,[Score (MFE)] QC3_POS,[Score (Tgt)] 250-MS-POS,[Score (Tgt)] 251-MS-POS,[Score (Tgt)] 252-MS-POS,[Score (Tgt)] 253-MS-POS,[Score (Tgt)] 254-MS-POS,[Score (Tgt)] 255-MS-POS,[Score (Tgt)] 256-MS-POS,[Score (Tgt)] 257-MS-POS,[Score (Tgt)] 258-MS-POS,[Score (Tgt)] 259-MS-POS,[Score (Tgt)] 260-MS-POS,[Score (Tgt)] 261-MS-POS,[Score (Tgt)] 262-MS-POS,[Score (Tgt)] 263-MS-POS,[Score (Tgt)] 264-MS-POS,[Score (Tgt)] 265-MS-POS,[Score (Tgt)] 266-MS-POS,[Score (Tgt)] 267-MS-POS,[Score (Tgt)] 268-MS-POS,[Score (Tgt)] 269-MS-POS,[Score (Tgt)] 270_POS,[Score (Tgt)] 271_POS,[Score (Tgt)] 272_POS,[Score (Tgt)] 273_POS,[Score (Tgt)] QC1_POS,[Score (Tgt)] QC2_POS,[Score (Tgt)] QC3_POS,[Ions] 250-MS-POS,[Ions] 251-MS-POS,[Ions] 252-MS-POS,[Ions] 253-MS-POS,[Ions] 254-MS-POS,[Ions] 255-MS-POS,[Ions] 256-MS-POS,[Ions] 257-MS-POS,[Ions] 258-MS-POS,[Ions] 259-MS-POS,[Ions] 260-MS-POS,[Ions] 261-MS-POS,[Ions] 262-MS-POS,[Ions] 263-MS-POS,[Ions] 264-MS-POS,[Ions] 265-MS-POS,[Ions] 266-MS-POS,[Ions] 267-MS-POS,[Ions] 268-MS-POS,[Ions] 269-MS-POS,[Ions] 270_POS,[Ions] 271_POS,[Ions] 272_POS,[Ions] 273_POS,[Ions] QC1_POS,[Ions] QC2_POS,[Ions] QC3_POS,
761.6483,1.81,0,1.76,0.025,161393,16,11,81.8,71.2,87.9,22.0,1,3,,761.6465,761.6476,761.6472,761.6465,,,,,761.6497,,761.6463,761.6497,761.6471,761.6499,761.6493,761.6472,,,,761.6491,,761.6506,,761.6483,761.6486,761.6490,,1.761,1.777,1.757,1.757,,,,,1.758,,1.767,1.759,1.765,1.764,1.765,1.769,,,,1.756,,1.762,,1.758,1.757,1.752,,824486,4785,701423,503270,,,,,670041,,635513,855870,562104,749056,672131,476565,,,,669141,,741312,,641659,487675,510255,,,,,45.5,,,,,,,,,,,81.6,,,,,81.8,,,,0.0,33.9,,,83.85,83.53,84.21,85.66,,,,,62.60,32.62,85.27,62.66,87.87,62.82,63.66,81.33,,,,62.86,,60.95,47.03,63.02,63.08,62.29,,2,3,2,2,,,,,1,,2,1,2,1,1,2,,,,1,,1,,1,1,1,
703.4772,2.41,0,1.78,0.076,25396,25,2,100.0,52.4,88.4,13.8,1,2,703.4731,703.4777,703.4794,703.4777,703.4771,703.4791,703.4776,703.4810,,703.4763,703.4781,703.4771,703.4759,703.4783,703.4754,703.4758,703.4786,703.4773,703.4751,703.4757,703.4762,,703.4749,703.4791,703.4774,703.4776,703.4781,1.764,1.778,1.833,1.785,1.790,1.777,1.757,1.766,,1.786,1.778,1.784,1.781,1.782,1.798,1.787,1.786,1.776,1.769,1.775,1.784,,1.779,1.773,1.774,1.774,1.774,3331,204993,1046,213626,196780,2427,734,1837,,53253,1729,192986,49821,189017,47981,54549,188937,2481,3478,2433,56567,,56566,1981,115826,102374,107364,,100.0,,96.8,73.1,,,,,,,0.0,,,44.6,,100.0,,,,,,,,100.0,,,69.62,88.45,65.04,79.15,83.26,63.67,82.25,78.91,43.16,73.37,73.10,83.11,85.27,76.23,76.64,81.79,84.17,77.11,61.72,58.16,77.20,,74.38,67.76,84.51,75.56,87.12,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,
509.4295,1.49,0,1.29,0.044,11700,27,0,97.8,86.6,91.1,13.2,1,2,509.4299,509.4292,509.4290,509.4284,509.4294,509.4298,509.4294,509.4302,509.4316,509.4291,509.4300,509.4298,509.4294,509.4295,509.4291,509.4293,509.4317,509.4296,509.4292,509.4289,509.4285,509.4293,509.4300,509.4287,509.4291,509.4292,509.4296,1.299,1.286,1.284,1.298,1.309,1.290,1.304,1.301,1.300,1.294,1.308,1.286,1.305,1.278,1.283,1.294,1.293,1.284,1.282,1.305,1.319,1.291,1.275,1.286,1.293,1.281,1.293,20178,179638,52206,14200,4575,81297,41970,29262,5379,10042,16722,30207,50539,12356,23849,23314,4302,10947,27312,20252,14975,48250,16383,11724,70469,68978,60545,,97.8,,,,,95.0,,,,,,,,,,,,,,,0.0,,,,,,88.35,91.09,86.75,62.56,73.31,88.46,87.67,81.89,79.67,64.22,81.77,86.49,80.52,78.23,63.65,64.40,79.48,77.01,90.22,79.09,61.51,90.83,62.74,63.27,91.14,82.02,86.97,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,
1664.0581,0.96,0,7.13,0.017,60824,27,0,100.0,39.6,86.3,2.9,3,3,1664.0572,1664.0570,1664.0574,1664.0589,1664.0584,1664.0606,1664.0594,1664.0562,1664.0598,1664.0541,1664.0590,1664.0558,1664.0575,1664.0612,1664.0577,1664.0592,1664.0589,1664.0561,1664.0584,1664.0598,1664.0582,1664.0584,1664.0596,1664.0566,1664.0574,1664.0593,1664.0573,7.132,7.124,7.128,7.137,7.131,7.128,7.131,7.140,7.139,7.132,7.130,7.135,7.133,7.139,7.127,7.139,7.132,7.122,7.132,7.126,7.130,7.129,7.136,7.131,7.131,7.131,7.137,123904,141266,133903,157022,150198,126953,142603,147738,162136,159374,159077,158288,161139,161653,158369,150273,151071,140029,157374,137764,143028,148842,162507,141086,165210,184874,168356,50.0,19.4,39.6,80.0,92.2,80.0,100.0,69.4,54.3,96.8,93.8,60.0,60.0,96.7,96.0,44.1,87.2,39.1,99.2,81.2,88.5,75.5,0.0,32.4,84.9,50.6,97.2,80.24,81.79,81.98,81.44,81.81,81.13,79.55,82.79,82.33,79.69,80.15,77.81,83.36,78.74,80.51,80.08,86.26,82.74,85.02,82.17,85.30,76.24,83.81,78.82,79.70,82.45,84.20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1998.0263,1.05,0,7.13,0.042,39718,27,0,100.0,56.1,69.6,3.4,2,3,1998.0221,1998.0256,1998.0239,1998.0285,1998.0276,1998.0251,1998.0287,1998.0221,1998.0270,1998.0220,1998.0260,1998.0228,1998.0269,1998.0283,1998.0292,1998.0277,1998.0288,1998.0277,1998.0268,1998.0258,1998.0278,1998.0264,1998.0275,1998.0260,1998.0266,1998.0276,1998.0262,7.138,7.141,7.134,7.114,7.120,7.128,7.137,7.123,7.133,7.121,7.119,7.124,7.122,7.133,7.138,7.155,7.115,7.133,7.126,7.126,7.113,7.124,7.125,7.114,7.126,7.126,7.115,83602,106047,89462,113003,114524,85495,108298,93007,124897,112656,111977,115530,120638,131148,123578,161214,126903,89758,113567,77474,158408,111041,123442,99678,113180,112875,131328,49.5,62.4,100.0,0.0,0.0,48.3,34.2,87.9,16.8,39.2,60.0,98.6,0.0,62.2,70.7,63.2,39.4,67.5,51.5,72.0,50.0,40.9,69.6,43.2,0.0,64.1,60.0,67.21,66.34,68.80,64.24,64.25,66.59,61.34,69.59,64.95,67.21,63.12,68.34,65.14,63.60,62.57,63.40,62.90,68.75,66.05,64.88,62.60,63.86,66.60,66.47,66.30,63.33,67.42,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,
555.4345,0.73,0,1.34,0.029,23384,27,0,100.0,46.0,91.4,4.2,2,2,555.4347,555.4339,555.4340,555.4351,555.4347,555.4345,555.4342,555.4348,555.4342,555.4351,555.4345,555.4341,555.4348,555.4343,555.4348,555.4340,555.4341,555.4340,555.4338,555.4344,555.4347,555.4348,555.4351,555.4350,555.4345,555.4341,555.4343,1.344,1.347,1.335,1.343,1.348,1.340,1.348,1.340,1.345,1.344,1.342,1.347,1.339,1.345,1.339,1.350,1.344,1.340,1.344,1.344,1.342,1.347,1.325,1.337,1.349,1.354,1.349,62618,106898,83736,25875,36719,64601,94599,36293,43588,18310,55691,47484,67161,48247,48324,50012,35005,44487,31135,49080,28826,45075,28188,34465,191445,89319,119894,67.6,88.8,84.9,,,34.6,50.7,,,,,,79.1,26.0,99.5,54.4,,,,0.0,,61.0,,,100.0,71.7,100.0,83.79,88.01,91.17,88.20,90.91,84.80,90.98,88.12,85.34,86.91,87.53,82.44,90.66,87.53,90.30,88.81,84.86,91.42,78.13,89.36,80.22,91.08,82.68,90.32,91.02,90.77,88.31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
314.0515,3.12,0,8.34,0.092,14255,21,6,100.0,2.2,91.4,19.1,1,3,314.0496,314.0514,314.0520,314.0514,314.0517,314.0529,314.0491,314.0504,,314.0509,314.0514,314.0514,,314.0517,314.0521,314.0513,314.0517,314.0538,314.0513,,314.0521,,,,314.0517,314.0513,314.0520,8.325,8.339,8.332,8.329,8.334,8.338,8.335,8.360,,8.347,8.300,8.345,,8.342,8.319,8.331,8.330,8.314,8.391,,8.339,,,,8.346,8.346,8.335,1176,93323,1923,101642,126475,2594,405,189,,2660,388,79916,,131391,5551,3964,126037,571,224,,2522,,,,31014,32323,27894,,98.1,,97.9,93.9,,,,,,,98.5,,96.0,,,100.0,,,,,,,,,,,57.00,86.78,64.09,89.18,88.13,61.62,60.89,62.44,,60.02,60.28,88.54,,80.78,63.36,64.40,91.38,53.96,60.37,,62.92,,,,85.07,87.66,90.97,2,3,1,3,3,2,2,2,,2,1,3,,3,2,2,3,1,3,,2,,,,3,3,3,
301.1384,2.60,0,6.35,0.026,14438,17,10,100.0,52.0,90.9,21.1,1,2,301.1374,301.1386,,301.1387,301.1388,,,,301.1360,301.1386,,301.1387,301.1380,301.1389,301.1383,301.1378,301.1389,,,,301.1392,,301.1388,,301.1393,301.1386,301.1383,6.354,6.335,,6.347,6.347,,,,6.338,6.332,,6.357,6.355,6.350,6.349,6.332,6.337,,,,6.335,,6.352,,6.348,6.347,6.348,447,74198,,92588,81689,,,,714,13306,,77976,11991,71211,14200,16560,98370,,,,17438,,12013,,30781,26058,25444,,79.7,,100.0,92.3,,,,,,,81.8,,98.8,0.0,26.1,96.4,,,,52.9,,,,40.6,42.0,47.2,60.76,88.02,,90.86,90.31,,,,50.91,64.02,,90.49,63.03,83.75,64.16,62.25,86.82,41.27,,,63.64,,64.30,,63.71,64.47,64.15,1,2,,2,2,,,,1,1,,2,1,2,1,1,2,,,,1,,1,,1,1,1,
1582.0516,0.91,0,7.13,0.023,58154,27,0,100.0,33.1,89.7,6.4,2,3,1582.0512,1582.0508,1582.0532,1582.0523,1582.0522,1582.0510,1582.0525,1582.0497,1582.0524,1582.0474,1582.0532,1582.0517,1582.0516,1582.0546,1582.0512,1582.0521,1582.0529,1582.0493,1582.0521,1582.0513,1582.0516,1582.0524,1582.0519,1582.0495,1582.0519,1582.0530,1582.0510,7.138,7.130,7.134,7.142,7.131,7.128,7.142,7.123,7.133,7.143,7.124,7.135,7.133,7.133,7.132,7.133,7.121,7.133,7.132,7.137,7.141,7.129,7.136,7.136,7.126,7.137,7.137,124817,150155,134345,153092,146253,130499,144929,131816,147688,155202,137226,143301,150628,151014,150150,134584,149220,131203,146438,131253,148378,141287,153932,146658,148558,154861,165289,79.6,0.0,65.9,100.0,95.1,60.0,54.0,100.0,95.9,98.4,62.5,93.4,60.3,62.5,38.5,86.9,93.9,64.8,32.4,61.8,80.0,89.7,72.8,95.9,93.7,93.9,58.2,78.77,75.47,70.73,89.71,83.05,78.97,77.79,82.08,83.15,81.73,75.08,69.87,82.90,72.44,85.10,87.28,85.29,76.72,88.81,78.19,75.25,81.66,82.30,79.41,84.20,81.27,77.42,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
536.6898,1.17,0,7.96,0.022,28472,15,12,100.0,52.2,76.1,8.1,1,2,,536.6895,,536.6900,536.6894,,,,,536.6909,,536.6899,536.6892,536.6901,536.6896,536.6903,536.6903,,,,536.6903,,536.6886,,536.6898,536.6898,536.6887,,7.964,,7.948,7.970,,,,,7.961,,7.964,7.967,7.967,7.955,7.956,7.949,,,,7.953,,7.970,,7.960,7.971,7.954,,120661,,131835,128832,,,,,22082,,119558,16312,128420,22589,28266,127980,,,,16298,,4813,,32752,35967,33264,,25.7,,100.0,,,,,,62.5,,80.1,60.0,,0.0,72.9,,,,,36.6,,,,38.3,46.4,57.7,,74.92,,76.12,72.80,,,,,62.52,,74.91,64.13,74.60,64.39,63.92,73.18,,,,63.73,,62.87,,64.47,64.22,63.18,,2,,2,2,,,,,1,,2,1,2,1,1,2,,,,1,,1,,1,1,1,
485.2986,2.50,0,1.67,0.065,24747,19,8,100.0,31.7,90.8,13.7,2,2,,485.2978,,,,,,,,485.3034,485.2982,485.2985,485.2986,485.2983,485.2983,485.2985,485.2983,485.2984,485.2981,485.2979,485.2981,485.2981,485.2985,485.2981,485.2990,485.2985,485.2979,,1.722,,,,,,,,1.680,1.667,1.666,1.686,1.670,1.697,1.675,1.663,1.698,1.696,1.668,1.672,1.666,1.667,1.678,1.657,1.690,1.662,,655,,,,,,,,490,112204,117280,121265,113710,115503,105305,115172,124066,127443,117299,107853,114656,69901,122146,71758,85609,75695,,,,,,,,,,,66.0,87.0,0.0,98.0,78.3,100.0,94.6,62.8,88.3,87.0,98.5,85.6,86.4,100.0,,98.3,55.2,44.45,78.17,,,,,,,,60.92,89.78,89.36,90.85,90.03,89.50,90.41,89.08,89.88,88.90,88.63,88.01,87.56,90.49,87.82,88.57,89.79,84.12,,2,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1331.9579,0.89,0,7.12,0.054,62376,27,0,100.0,53.6,85.5,2.2,5,5,1331.9568,1331.9569,1331.9586,1331.9586,1331.9581,1331.9580,1331.9590,1331.9560,1331.9583,1331.9545,1331.9576,1331.9565,1331.9604,1331.9589,1331.9576,1331.9593,1331.9579,1331.9583,1331.9574,1331.9582,1331.9575,1331.9588,1331.9581,1331.9567,1331.9580,1331.9593,1331.9571,7.143,7.113,7.117,7.120,7.153,7.145,7.120,7.128,7.117,7.155,7.113,7.113,7.150,7.145,7.116,7.155,7.121,7.150,7.104,7.121,7.158,7.118,7.147,7.142,7.120,7.109,7.120,207793,240127,198385,227776,220797,189548,215561,194339,233028,232812,207588,205931,75293,212135,203243,97432,203986,179252,211838,171880,109167,190800,196274,184225,239710,212852,199853,,,49.3,40.5,34.0,61.0,76.1,0.0,,32.5,100.0,17.9,,30.3,39.5,,38.3,18.7,44.7,92.1,37.2,,62.9,56.6,30.1,47.5,,82.06,78.39,83.03,79.92,79.93,80.36,79.05,79.56,79.11,77.26,78.98,78.79,78.34,81.32,80.85,79.14,79.62,79.46,82.19,81.01,81.58,85.48,82.25,81.47,79.41,81.68,80.38,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
550.4948,2.76,0,5.81,0.063,19140,15,12,100.0,66.0,84.8,18.2,1,2,,550.4947,,550.4951,550.4950,,,,,550.4982,,550.4948,550.4955,550.4947,,550.4929,550.4955,,550.4970,550.4940,,,550.4918,,550.4940,550.4938,550.4947,,5.809,,5.810,5.810,,,,,5.811,,5.803,5.795,5.812,,5.823,5.805,,5.760,5.811,,,5.803,,5.816,5.810,5.810,,119070,,104104,118810,,,,,4180,,86013,1297,106917,,2379,116078,,614,332,,,1594,,36940,37666,39556,,100.0,,84.7,100.0,,,,,,,44.4,,61.3,,,22.3,,,,,,,,,,0.0,,84.17,,83.33,75.52,,,,,57.70,,78.38,63.99,84.82,42.33,75.30,78.43,,56.50,60.98,58.09,,54.41,,60.65,71.93,75.15,,2,,2,2,,,,,1,,2,1,2,,2,2,,1,1,,,2,,1,2,2,
796.5271,2.05,0,1.49,0.133,29399,19,8,100.0,54.5,93.0,18.8,3,5,,796.5275,,796.5264,796.5262,,796.5272,,796.5242,796.5284,,796.5274,,796.5268,796.5273,796.5297,796.5267,796.5248,796.5261,,796.5309,796.5248,796.5289,,796.5275,796.5264,796.5269,,1.498,,1.494,1.488,,1.544,,1.491,1.495,,1.493,,1.502,1.495,1.502,1.495,1.440,1.573,,1.498,1.448,1.493,,1.489,1.500,1.489,,169722,,173605,146293,,647,,1463,49664,,165444,,145296,43318,47042,137026,733,2513,,32612,489,41083,,56025,51833,55797,,60.0,,100.0,100.0,,,,,12.5,,94.9,,100.0,,,60.0,,,,,,,,16.8,,,,65.80,74.96,82.95,93.04,,59.26,,80.05,79.38,,78.76,58.33,78.71,87.33,66.32,90.60,56.34,50.20,,52.46,59.31,65.31,,88.14,92.03,81.95,,3,,5,5,,5,,4,4,,5,,5,4,5,5,4,3,,5,3,5,,5,5,5,
1746.0537,1.03,0,7.13,0.025,61084,27,0,100.0,39.1,83.6,5.0,3,3,1746.0537,1746.0540,1746.0535,1746.0551,1746.0544,1746.0543,1746.0558,1746.0499,1746.0548,1746.0491,1746.0552,1746.0513,1746.0537,1746.0563,1746.0540,1746.0536,1746.0568,1746.0510,1746.0547,1746.0545,1746.0542,1746.0538,1746.0529,1746.0517,1746.0537,1746.0544,1746.0527,7.121,7.135,7.134,7.137,7.125,7.128,7.125,7.128,7.139,7.127,7.124,7.124,7.122,7.122,7.121,7.144,7.121,7.133,7.132,7.132,7.135,7.129,7.130,7.119,7.126,7.131,7.131,118621,147845,126048,149376,152597,109898,147048,140790,150933,146636,142653,146828,135431,153262,156790,161348,161724,123846,150793,119620,159610,148697,146585,136987,148631,156237,173224,84.2,87.4,80.4,68.3,100.0,0.0,36.8,96.9,55.0,66.1,97.2,97.0,60.0,33.2,96.7,60.8,57.0,60.6,47.3,82.7,27.5,40.1,88.5,93.5,43.3,51.4,80.9,71.98,75.32,76.32,78.68,74.52,76.17,78.65,67.41,78.71,66.75,77.07,71.58,72.98,77.99,73.98,77.75,78.00,69.37,77.25,72.70,75.12,74.56,73.48,74.39,83.63,75.72,70.59,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
617.1142,2.25,0,8.87,0.090,18918,14,13,92.5,15.1,64.2,19.1,1,2,617.1104,617.1157,617.1163,,,,,,,617.1145,,,617.1148,,617.1140,617.1144,,617.1140,617.1140,,617.1138,,617.1152,,617.1128,617.1147,617.1142,8.828,8.837,8.892,,,,,,,8.879,,,8.874,,8.879,8.874,,8.801,8.811,,8.865,,8.871,,8.889,8.872,8.861,1327,1229,559,,,,,,,162506,,,110981,,124391,171898,,535,860,,131747,,86248,,38147,37414,42806,,,,,,,,,,80.4,,,,,92.5,91.5,,,,,65.8,,,,,,,57.86,59.94,61.94,,46.90,,24.82,,,63.39,,,63.99,48.55,64.20,64.05,,52.23,53.12,,64.24,39.90,63.54,,63.38,63.86,63.91,2,2,2,,,,,,,2,,,2,,2,2,,1,2,,2,,2,,2,2,2,
925.9910,1.28,0,7.10,0.015,74144,27,0,94.2,38.8,91.6,7.6,4,4,925.9912,925.9916,925.9906,925.9920,925.9895,925.9935,925.9922,925.9884,925.9904,925.9881,925.9909,925.9906,925.9909,925.9922,925.9909,925.9912,925.9908,925.9912,925.9912,925.9913,925.9933,925.9902,925.9902,925.9909,925.9912,925.9923,925.9905,7.098,7.096,7.100,7.098,7.097,7.100,7.103,7.100,7.100,7.099,7.102,7.096,7.099,7.094,7.099,7.088,7.098,7.100,7.098,7.098,7.091,7.096,7.097,7.097,7.098,7.103,7.092,122644,116206,104199,102876,101274,122692,123429,121606,130474,123348,116699,101422,119186,118347,134668,115151,118512,129902,149293,130806,118526,138236,138654,138502,118599,132057,128948,81.4,60.8,94.2,47.5,44.9,54.5,36.3,48.7,,48.3,39.0,,65.6,25.1,26.9,32.7,32.0,72.3,,31.1,,30.6,34.6,48.2,32.9,49.5,,90.43,87.54,89.86,87.49,85.94,86.71,90.55,86.16,73.39,82.70,91.57,89.88,72.25,85.57,83.31,78.24,73.21,80.90,80.42,85.70,72.31,89.91,87.58,91.61,89.24,89.96,74.42,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
292.0907,0.91,0,8.61,0.038,19875,27,0,98.7,50.5,88.2,6.3,3,3,292.0905,292.0907,292.0913,292.0906,292.0906,292.0910,292.0906,292.0905,292.0910,292.0905,292.0901,292.0906,292.0906,292.0911,292.0911,292.0909,292.0903,292.0908,292.0910,292.0907,292.0908,292.0905,292.0907,292.0906,292.0904,292.0904,292.0907,8.610,8.602,8.595,8.592,8.592,8.617,8.620,8.612,8.617,8.604,8.608,8.613,8.605,8.617,8.616,8.611,8.604,8.617,8.610,8.582,8.602,8.613,8.608,8.603,8.609,8.603,8.604,9592,33210,26769,47515,45948,30508,32891,18952,42782,80127,24931,64150,77142,64625,78111,131259,66736,25812,40284,17665,114966,24698,73809,31091,48729,70067,69976,,29.2,,73.4,69.9,,44.4,,21.8,85.1,0.0,96.9,79.2,87.4,84.7,92.1,80.5,,26.6,,98.7,,50.2,0.0,65.0,75.6,68.3,71.78,79.29,80.68,88.20,83.73,84.28,75.14,73.90,76.88,75.27,71.27,76.12,81.62,79.06,87.18,79.44,73.44,74.73,70.43,82.08,75.45,72.78,72.68,75.83,75.11,74.58,72.62,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
890.2692,1.31,0,1.17,0.035,13808,27,0,90.4,8.3,91.7,10.7,1,2,890.2713,890.2679,890.2682,890.2724,890.2686,890.2714,890.2681,890.2701,890.2680,890.2687,890.2688,890.2697,890.2687,890.2692,890.2708,890.2686,890.2685,890.2688,890.2684,890.2682,890.2699,890.2685,890.2694,890.2682,890.2691,890.2693,890.2702,1.165,1.162,1.161,1.175,1.152,1.172,1.164,1.156,1.166,1.165,1.174,1.174,1.166,1.172,1.176,1.171,1.159,1.177,1.165,1.187,1.162,1.179,1.163,1.169,1.170,1.175,1.175,19723,10135,33450,15244,12594,15695,20031,18423,16164,17594,17118,20297,30772,37854,24762,1972,28513,23865,26739,27316,17676,39081,22835,26578,138644,187486,194246,,,,,,,,,,,,,,,,,,,,,,,,,76.9,87.0,90.4,78.55,75.42,81.02,88.34,87.18,63.88,84.85,84.71,84.22,71.33,88.24,73.68,81.23,79.21,80.43,63.87,84.93,83.91,73.04,60.67,64.01,87.19,79.99,86.67,81.64,84.99,91.70,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,
514.0018,0.67,0,7.25,0.126,26244,16,11,87.0,6.3,87.4,12.9,2,2,514.0021,,,514.0021,514.0018,,514.0014,514.0015,514.0017,,514.0015,,514.0022,,514.0018,514.0024,514.0020,514.0013,514.0017,,514.0012,,,514.0018,,,514.0016,7.255,,,7.226,7.243,,7.243,7.240,7.335,,7.214,,7.234,,7.228,7.340,7.232,7.318,7.333,,7.337,,,7.293,,,7.305,50484,,,115852,86767,,64707,19263,13889,,80547,,143931,,145512,150765,139581,20327,37794,,105532,,,15516,,,54901,,,,,,,,,,,,77.0,87.0,,84.6,,,,,,,,,,,,,86.87,,,82.38,82.72,,79.40,87.35,71.59,,82.44,,77.55,,78.15,55.00,78.63,59.19,63.53,,65.23,,,77.24,,,77.80,2,,,2,2,,2,2,2,,2,,2,,2,2,2,2,2,,2,,,2,,,2,
493.1243,1.50,0,8.83,0.073,25047,10,17,100.0,47.7,91.2,28.0,1,2,,,,,,,,,,493.1238,,,493.1239,,493.1240,493.1242,493.1262,,,,493.1238,,493.1241,,493.1241,493.1238,493.1247,,,,,,,,,,8.828,,,8.823,,8.834,8.829,8.895,,,,8.831,,8.826,,8.850,8.822,8.828,,,,,,,,,,99200,,,107500,,110378,130785,529,,,,81549,,62732,,25408,30432,29533,,,,,,,,,,100.0,,,63.2,,100.0,100.0,,,,,22.1,,42.7,,,,,,,,,38.10,,,43.25,,89.08,,,89.71,,90.14,88.22,51.53,,,47.96,88.44,,83.20,,87.66,86.93,91.16,,,,,,,,,,2,,,2,,2,2,1,,,,2,,2,,2,2,2,
